sessionId,audit_id,block_after,total_bits,ones,proportion,entropy,is_random,qrng_timestamp,qrng_hash,qrng_source,nist_all_pass,nist_frequency_pass,nist_frequency_pvalue,nist_runs_pass,nist_runs_pvalue,nist_longest_run_pass,nist_longest_run_pvalue,audit_bits
0ECia7A0nUFDeywWWtzp,after_block_10,10,1000,497,0.497,0.9999740313334506,True,2026-01-26T16:33:15.131Z,0ae40d9e62d6711a9233d047e480caca1116caddec45ed1050fc681a6ada5645,qrng-race,True,True,0.8495155153472216,True,0.6221837749330242,True,0.6269187167588723,0111110010100001010001000000101101111010111100001111110110111010000010100001100100110010010101011000111101100100011011111110100111100000111001011101011000000011001011000010110010000001111100011101000001100111011000010101100000101001000110111000110101111101101100010100000110101010001011010010000000110001111011110100010011110100001010100111111011111011111011011000111000100110010100110101001100000010101101001101010100011110011010101100000011111110010010010101000010011101110011100110101101111100101111100001011100010000011010000001101001011101101101011010110111100100101111001100100000101111100110001001110010010010101101100111110000001001110001000111000111010100100000110001100111001010100000011111000110101001011110100011101110100100100011110100010010110101100101010101110010010110011110111001011100110100001010111010110001010111010111010001100011110010000111100110111110110100111110110111000000111010011100110110110001101110000111001001010100001000101001001011000100101011100001000100110111011110
0ECia7A0nUFDeywWWtzp,after_block_15,15,1000,510,0.51,0.9997114417528099,True,2026-01-26T16:33:35.985Z,0aeb19c7a8bbf8b8db64e584f8aad68dbb910e7c9ce6ee3f7f75515642e64bea,qrng-race,True,True,0.5270892142519369,True,0.7271146972436012,True,0.6985789372509279,0101010001101001101000110100110011110101010000011110011010101010101011100000100011100000110000101101010110010110011011111001000010111110000001100110101000000000110100100100101001011110111101101011111001000100111101111110100100101101110000101000000000001001110101001110111100011100011101100001000111100011100100011110010010011111011000000111111010011100110000111110101001000011011111001111101100000111111111111110000100011011011001000011111011001110000101101110001111100110110011010101001001001001001101010101000110100010100000001001101001010000110101100010010000101100011001001100111110001001100101101011100100010100100100110000011111111100001100010111010001011011011111001010101000110110101100010110110111100010000001000010101101101110001111011010100111111110101110000011001100001101111001011111011011111111110111110110011111011101101110000010000001110001001111011101110110000110010111000000110110110101010100011110000101011001101101011001001011100100100011110110011110010100100011101010110111100001
0ECia7A0nUFDeywWWtzp,after_block_20,20,1000,493,0.493,0.9998586112670831,True,2026-01-26T16:33:56.226Z,e0ef1050efaf2588ae6aa9e1467c2a368f85972e897ba1d95c966c4c53af7bc2,qrng-race,True,True,0.6579690594393645,True,0.19306780117749783,True,0.10455202306425468,0101001100000010010001010011010011100010010110100111100100001101111010101111101111101100101001100101010111100010100111111110001101001000000100000000000011010111110001111101010011101011110011101010011000000110100101000011111001010011110111000011001101011100011010001100101101001000111001001101010010110001100101000001011111011101000011011110101110100100101000010101010100110000110110110010000001011000011101010010011011101101010000110100110000011010001101101001110111110011111001001111101100100010011101011110100111100001001111000010101001010100001000001001011000001010011010100011010111101101100011010101010000011101010010101001100010010110101001010101110011000111011011101000100110100010011001011001011011010001111111001010100110000111100110111111001011101100001000100010000001001100000101011001111001111011011101110011111001101110101110011001111110000001111010001010010010011011101101010011011111101110100000110100001101010000100101000101111101000110010110001010110000100010001101001011100001111010
0NbUsBGgERw7q6F2fx5e,after_block_10,10,1000,497,0.497,0.9999740313334506,True,2025-11-19T18:47:37.196Z,e97dca8a6979170ee1e788b1c6366fe1b99998413a48e0d712765da56a418e79,qrng-race,True,True,0.8495155153472216,True,0.5028325542321272,True,0.7729247358565517,1110101100100110001001100111100101110010000110111001101100011110011100000000011101001101100100110010001110011111101010011011110100001000001100011100100101111100010010000000000101011110001010010011011010011010100000010101010001110101101000110011110011000001001110110100001101110011011101000010001101101000001100011101100011110001001000001110001010111110001001000110010010001110011100001001111101001011111100110010110010011010000010100101110000001010011111111111000111100100111111101101011011000100110110101011010100010100101001111111110111011101000101010001110010001011101100110101001000000001000100000100111101011101010011000011100110111101000100111000100011110110000001110011000000111111010000101110001001011111110100100101110101101011111111100011001000001000000110101010001101000000001010101111100100111101011011011001011110111111110011000100101110001010000000001111001011111110001001110101010010011001100111001010011011101100011100101110111110001100111110101110011100011010000111010001001011010001
0NbUsBGgERw7q6F2fx5e,after_block_15,15,1000,493,0.493,0.9998586112670831,True,2025-11-19T18:48:05.047Z,240edca25c7a808d7245200623bbe5354ef30f070ebe9d4c4891abeec9b2f39a,qrng-race,True,True,0.6579690594393645,True,0.619601639494928,True,0.9218512015118889,1101010011000000110111001001111111001111010101100111111000111001101101110001000010110001100001111101110110000011111010011010101011101110000111001100100010110011000110010010001100001010100100101101001010101010101110111000110010000001001100101001011111100101101000100101001100011101100011100100111100001000000001100110111010110010011110011000111011001001000100110011001001110010100010100110111000000011101111100000100101101101010110000011100100101100101000011011111110010001001110111110101101111011111011111010101001001110101100110011101001010000101100100001000000000110110110110010110100011110000101101110101000011110010101000010001101010100001001001011000000011001010100101111001110001000001011010110111101001101000111000001111101000000111101001100000111001011100010110010110000001011100001010001110101001010111011100101011100010001011110110010001001001101000000010000111100001010001010101110011011100000110111101101010111101011101110111100100011110110110101010000111111111011110010110011000100011001
0NbUsBGgERw7q6F2fx5e,after_block_20,20,1000,487,0.487,0.9995123141215677,True,2025-11-19T18:48:30.644Z,67ceab45deb722eeb5e7ba44e5e8570dc0f84775bb4ab0c376bcceee018f0016,qrng-race,True,True,0.41096751499021267,True,0.7655999741037169,True,0.15641094223321936,0000000010011111100011010011100100011001001011000000000101110001011011101111111101011010011011110101001010001000100011111011100111101111101100111001011100110101010000111001010100100111010011000101011110010010101100100100101110110101011100011111010110111111100010010010100111011001100100111001110100101001011001011111111110000010110000001010011101010010110110001111110010011001100001100001111101011010011011101101010000101010010101001101001111100100000011010001111001100100001010001100100000111000100110000000000000100000100100010100000011010100011010100011010110101010000110111101100010001011100001100010001011111001001000011011110101110100011100110010011011111000110110000100111111010011111110101001101011110011111000011101101000000110110001011011110011000010111011111111101000100111001010001000101001000100111100000101101001111000010101011111011100000100000101000001000111000111000111111000010100010011110010000100110011011110111111000010010100000111010010001011110110111000000100010010010100010010
0NbUsBGgERw7q6F2fx5e,after_block_25,25,1000,489,0.489,0.9996508396313202,True,2025-11-19T18:48:56.801Z,d244b308f161ec6eb59e606d2277610149b4bc96b29296d3ccdf457eabacc628,qrng-race,True,True,0.48661601364642654,True,0.901789347669052,True,0.8695303287496084,1101111100010010101000100100110100001110111000100001010011101101101110100111010101100111000000110011100100100000101101100101101001011001010101110110001110011001001011101010010111100010001011101101100101001101111011110100010101011000000111110010000111011100010111000001010011011000111011101010100110001111111011100011010001000001000100000110101010010011000101110100000110010010011111110110010000001101010011001111100000010000100101010001101111001000100110011100000011011101100101010110010000110000000101000110101100100000001000101001011100100000101100011101000111101000111111100001111111100111011010000000000101111011111101111000000011001000010000110010000110101111101111001001011111111011001110100111100010110001011010001011011001110000001100010111000001011001110001010010111011000000001110111111011000110000000110101010011011111111101101001111110010100111010100110000010010100011001001000101100101100110111001101101001010100010011101010010010111000010011111111010110010111101010001101100000110111101
0NbUsBGgERw7q6F2fx5e,after_block_5,5,1000,513,0.513,0.9995123141215677,True,2025-11-19T18:47:11.903Z,b20b2f3643db5e279727607253ad07efca8f768a4a878e5c15c8527d09aba2c6,qrng-race,True,True,0.41096751499021267,True,0.3174743642887471,True,0.06985532852635676,0001110001010110000010011101001010010110011011010110011000111111100101001110100101011101010001100110010111111011111001100011010101110001010110001011100111001100100110100011010110001010100101010101110010000111011000001111001101101110101001110110010100011100111101011011101001000110110101010101100000111101000011100100101101101110110000101000001001100011001111100010011011000011111100101110110001100100101001001110010010111100111000011100111001001110100011011001110010010100011001101110011001111101011100110010101110010001101111100010111000100010011100011100101111001111100010101110111000001111010011001010000001001000000000001101011110100010001111000100011010111001101100010110110111010101000110111011110100110101110110000001011011000001110101001101101110011110011001011011011011100001010000110101111101001010111101001100001001111111011010101001100101011001000001110101110101001011101011111000111010110011000110000101100100000111001100101001111110011100111000110111101001101000100011000100001001100111
0axsqcnsobNuOOKMmQtd,after_block_10,10,1000,511,0.511,0.9996508396313202,True,2025-12-09T03:18:08.977Z,af1c1c52be8bd2375a358164bcf6fec8d1a812b4311e64591ec13dfd3713579e,qrng-race,True,True,0.48661601364642654,True,0.7623675328652617,True,0.21369890839828865,0001101101011111100100001001011010110011101111010110010110101110111010100101111011010101101000100111110110001010011100111110011011000111001011000001110111110011000101110001000010011010111101001111000001110001000001010001000100111111100010111000001100000110000000010001010100000101111101111111001100100111101110000110011000010010110100010100101001000111001010001111010101010110010010011111010010100110001001101001001001010111001110110110111101000000001011110110100111000011001100110110001000101101001011001100000010110001001111101100001001101111001010001111011011111101011000110001110111101001001111110011010111101001111101111001001100010001001011001000001111110000101111001101111000110011010111111001011010100100111110011010010111101010011001101001100011000010001110101010111100110000001100011010000001010111101111110110111111001111010110010010001101000011010010010111110110001111111000001100110011001100110110010111000001100011010000011110001000110100010011101110111001101100001100111010111101000000
0axsqcnsobNuOOKMmQtd,after_block_15,15,1000,493,0.493,0.9998586112670831,True,2025-12-09T03:18:49.537Z,3df4ad4eec40e1c0b379bc13879940d3cf9255490609d8ece31108dac1781269,qrng-race,True,True,0.6579690594393645,True,0.8967192367898145,True,0.26900528501877174,1000000110101111011010110011110001001111101101010111010110001010001110101111011101100100001010011011000110111100010010010100101001010010100110000011101110011110110001110111110101010110011101011010001000111000110011010110001010010001110011011000000100110110110011101111110011100001111110101010111011111011010011011000001100010010100100101110111101010010001100101001010110110010100011101011010001000001011100100010011010011000101111001000010111100010001110111110000000110001110100101000000001001000011101101011100001010000000001011100011001001000011100000100111111011111101111111111100001110100010111101100101111110101101001001100001101100100100011101111100010110110100100101010101010010011111110001111010001011000001100011111110011001111100100010001010000000010010110001010110010000100100001000011100111100101001011100111110010111001011011011000100110100110001001010000100111000000000001111010111111000111110000100001011101011111101100100010010100011001001100100000011010100000010011110001011001011111
